Request_ID,Request_Timestamp,Request_Time,Day_Of_Week,Pickup_Area,Traffic_Level,Drivers_Available,Ride_Type,Weather,Wait_Time_Minutes
R002147,2025-06-19 04:21:00,04:21,Thursday,Mall,Low,9.0,Standard,Clear,14.0
R002148,2025-05-13 06:22:00,06:22,Tuesday,Residential,Medium,13.0,Premium,Rainy,18.0
R002149,2025-07-04 03:23:00,03:23,Friday,Industrial,Low,4.0,Standard,Clear,19.0
R002150,2025-06-07 13:59:00,13:59,Saturday,University,Medium,9.0,Standard,Clear,15.0
R002151,2025-06-08 11:35:00,11:35,Sunday,Suburb,Medium,10.0,Premium,Stormy,23.0
R002152,2025-06-11 00:02:00,00:02,Wednesday,Residential,Low,3.0,Standard,Rainy,21.0
R002153,2025-06-08 14:04:00,14:04,Sunday,Residential,Medium,14.0,Standard,Clear,15.0
R002154,2025-06-11 00:29:00,00:29,Wednesday,Residential,Low,11.0,Standard,Clear,14.0
R002155,2025-07-12 13:08:00,13:08,Saturday,University,Medium,8.0,Standard,Rainy,19.0
R002156,2025-07-09 22:13:00,22:13,Wednesday,Mall,Low,11.0,Standard,Clear,12.0
R002157,2025-07-12 10:00:00,10:00,Saturday,Industrial,Medium,9.0,Shared,Rainy,22.0
R002158,2025-06-11 05:32:00,05:32,Wednesday,Suburb,Low,4.0,Premium,Clear,15.0
R002159,2025-05-29 15:10:00,15:10,Thursday,Mall,Medium,21.0,Standard,Clear,16.0
R002160,2025-07-07 12:54:00,12:54,Monday,Suburb,Medium,10.0,Standard,Rainy,16.0
R002161,2025-05-25 02:19:00,02:19,Sunday,University,Low,6.0,Standard,Rainy,18.0
R002162,2025-05-16 08:14:00,08:14,Friday,City_Center,High,20.0,Standard,Stormy,22.0
R002163,2025-06-26 11:57:00,11:57,Thursday,Industrial,Medium,6.0,Standard,Clear,19.0
R002164,2025-06-03 16:33:00,16:33,Tuesday,City_Center,High,22.0,Standard,Rainy,18.0
R002165,2025-07-14 09:26:00,09:26,Monday,City_Center,High,20.0,Standard,Clear,17.0
R002166,2025-05-09 04:18:00,04:18,Friday,Industrial,Low,2.0,Standard,Clear,21.0
R002167,2025-06-04 02:34:00,02:34,Wednesday,University,Low,11.0,Shared,Rainy,14.0
R002168,2025-05-27 22:19:00,22:19,Tuesday,Suburb,Low,6.0,Standard,Rainy,20.0
R002169,2025-06-08 03:26:00,03:26,Sunday,Residential,Low,10.0,Standard,Rainy,18.0
R002170,2025-06-14 04:07:00,04:07,Saturday,Airport,Low,13.0,Standard,Clear,15.0
R002171,2025-06-29 13:45:00,13:45,Sunday,Airport,Medium,20.0,Standard,Clear,11.0
R002172,2025-06-12 15:39:00,15:39,Thursday,Suburb,Medium,8.0,Premium,Stormy,19.0
R002173,2025-06-30 19:48:00,19:48,Monday,Industrial,High,15.0,Premium,Clear,18.0
R002174,2025-07-08 06:41:00,06:41,Tuesday,City_Center,Medium,19.0,Premium,Clear,9.0
R002175,2025-05-16 04:37:00,04:37,Friday,Airport,Low,9.0,Shared,Rainy,19.0
R002176,2025-05-02 16:07:00,16:07,Friday,Mall,High,23.0,Premium,Clear,14.0
R002177,2025-07-13 10:30:00,10:30,Sunday,Residential,Medium,10.0,Standard,Clear,9.0
R002178,2025-05-19 16:59:00,16:59,Monday,Mall,High,18.0,Standard,Clear,19.0
R002179,2025-07-03 21:12:00,21:12,Thursday,University,Medium,17.0,Standard,Rainy,15.0
R002180,2025-05-20 17:55:00,17:55,Tuesday,Residential,High,16.0,Standard,Clear,14.0
R002181,2025-06-27 20:21:00,20:21,Friday,Suburb,Medium,13.0,Premium,Clear,15.0
R002182,2025-06-29 01:23:00,01:23,Sunday,Mall,Low,11.0,Premium,Clear,18.0
R002183,2025-06-28 16:31:00,16:31,Saturday,City_Center,High,20.0,Standard,Clear,13.0
R002184,2025-06-20 07:39:00,07:39,Friday,Suburb,High,11.0,Standard,Clear,19.0
R002185,2025-06-04 19:06:00,19:06,Wednesday,Mall,High,15.0,Premium,Clear,17.0
R002186,2025-05-10 09:51:00,09:51,Saturday,University,High,8.0,Standard,Clear,19.0
R002187,2025-06-05 12:13:00,12:13,Thursday,Residential,Medium,9.0,Standard,Rainy,20.0
R002188,2025-06-22 20:52:00,20:52,Sunday,City_Center,Medium,23.0,Standard,Stormy,18.0
R002189,2025-06-23 05:17:00,05:17,Monday,Suburb,Low,1.0,Premium,Rainy,25.0
R002190,2025-05-16 21:14:00,21:14,Friday,City_Center,Medium,23.0,Shared,Clear,11.0
R002191,2025-06-19 14:26:00,14:26,Thursday,Residential,Medium,10.0,Standard,Clear,14.0
R002192,2025-05-26 03:36:00,03:36,Monday,University,Low,9.0,Standard,Clear,17.0
R002193,2025-05-31 17:50:00,17:50,Saturday,City_Center,High,17.0,Standard,Rainy,24.0
R002194,2025-06-30 01:00:00,01:00,Monday,Residential,Low,7.0,Shared,Clear,15.0
R002195,2025-06-11 00:14:00,00:14,Wednesday,City_Center,Low,10.0,Standard,Clear,15.0
R002196,2025-05-01 04:58:00,04:58,Thursday,Residential,Low,11.0,Premium,Clear,18.0
R002197,2025-07-26 21:57:00,21:57,Saturday,City_Center,Medium,27.0,Premium,Clear,9.0
R002198,2025-06-11 09:21:00,09:21,Wednesday,Residential,High,16.0,Standard,Stormy,30.0
R002199,2025-06-18 15:09:00,15:09,Wednesday,Airport,Medium,18.0,Standard,Clear,10.0
R002200,2025-05-19 17:25:00,17:25,Monday,Suburb,High,12.0,Standard,Clear,25.0
R002201,2025-07-19 13:23:00,13:23,Saturday,University,Medium,12.0,Premium,Clear,15.0
R002202,2025-06-26 18:14:00,18:14,Thursday,Residential,High,12.0,Standard,Clear,23.0
R002203,2025-05-08 02:44:00,02:44,Thursday,City_Center,Low,10.0,Standard,Rainy,13.0
R002204,2025-07-01 10:14:00,10:14,Tuesday,Suburb,Medium,7.0,Premium,Rainy,21.0
R002205,2025-07-19 06:13:00,06:13,Saturday,Mall,Medium,14.0,Standard,Clear,14.0
R002206,2025-07-15 07:09:00,07:09,Tuesday,City_Center,High,14.0,Standard,Clear,19.0
R002207,2025-05-09 10:32:00,10:32,Friday,Airport,Medium,18.0,Standard,Clear,15.0
R002208,2025-05-07 01:44:00,01:44,Wednesday,University,Low,3.0,Standard,Rainy,17.0
R002209,2025-06-09 04:57:00,04:57,Monday,Suburb,Low,4.0,Standard,Rainy,22.0
R002210,2025-06-30 06:25:00,06:25,Monday,Residential,Medium,15.0,Premium,Clear,12.0
R002211,2025-05-23 23:16:00,23:16,Friday,Residential,Low,16.0,Standard,Clear,11.0
R002212,2025-06-10 02:15:00,02:15,Tuesday,Residential,Low,5.0,Premium,Clear,19.0
R002213,2025-07-11 13:16:00,13:16,Friday,Residential,Medium,15.0,Premium,Clear,15.0
R002214,2025-05-23 21:10:00,21:10,Friday,Residential,Medium,16.0,Standard,Clear,15.0
R002215,2025-07-23 08:56:00,08:56,Wednesday,Industrial,High,11.0,Standard,Rainy,28.0
R002216,2025-05-11 03:47:00,03:47,Sunday,Residential,Low,6.0,Standard,Clear,15.0
R002217,2025-05-01 05:29:00,05:29,Thursday,City_Center,Low,21.0,Standard,Clear,12.0
R002218,2025-06-18 19:11:00,19:11,Wednesday,Industrial,High,9.0,Premium,Rainy,26.0
R002219,2025-06-13 04:55:00,04:55,Friday,Suburb,Low,2.0,Premium,Clear,21.0
R002220,2025-07-08 02:13:00,02:13,Tuesday,Suburb,Low,2.0,Premium,Clear,22.0
R002221,2025-05-14 03:15:00,03:15,Wednesday,City_Center,Low,13.0,Standard,Clear,11.0
R002222,2025-05-07 18:54:00,18:54,Wednesday,Suburb,High,15.0,Standard,Rainy,28.0
R002223,2025-06-29 03:15:00,03:15,Sunday,Suburb,Low,9.0,Standard,Clear,13.0
R002224,2025-05-24 05:10:00,05:10,Saturday,City_Center,Low,10.0,Standard,Clear,14.0
R002225,2025-05-04 17:33:00,17:33,Sunday,Residential,High,8.0,Standard,Clear,26.0
R002226,2025-05-27 11:02:00,11:02,Tuesday,University,Medium,9.0,Standard,Clear,18.0
R002227,2025-07-01 00:36:00,00:36,Tuesday,Residential,Low,10.0,Standard,Stormy,21.0
R002228,2025-05-07 23:47:00,23:47,Wednesday,University,Low,11.0,Premium,Clear,10.0
R002229,2025-06-23 18:31:00,18:31,Monday,Suburb,High,15.0,Premium,Clear,18.0
R002230,2025-07-27 03:22:00,03:22,Sunday,Suburb,Low,6.0,Standard,Clear,15.0
R002231,2025-07-12 03:59:00,03:59,Saturday,City_Center,Low,8.0,Shared,Clear,12.0
R002232,2025-07-04 19:16:00,19:16,Friday,City_Center,High,14.0,Standard,Rainy,23.0
R002233,2025-07-26 23:47:00,23:47,Saturday,Mall,Low,16.0,Shared,Clear,9.0
R002234,2025-07-06 13:41:00,13:41,Sunday,Industrial,Medium,7.0,Standard,Clear,19.0
R002235,2025-05-20 03:53:00,03:53,Tuesday,City_Center,Low,16.0,Shared,Clear,11.0
R002236,2025-06-27 02:11:00,02:11,Friday,City_Center,Low,20.0,Standard,Clear,11.0
R002237,2025-06-17 21:54:00,21:54,Tuesday,Mall,Medium,14.0,Standard,Clear,14.0
R002238,2025-05-26 17:34:00,17:34,Monday,City_Center,High,11.0,Standard,Clear,22.0
R002239,2025-06-03 09:50:00,09:50,Tuesday,Suburb,High,13.0,Premium,Clear,18.0
R002240,2025-06-01 11:29:00,11:29,Sunday,Industrial,Medium,4.0,Standard,Rainy,19.0
R002241,2025-06-09 12:31:00,12:31,Monday,Residential,Medium,10.0,Standard,Clear,14.0
R002242,2025-05-05 04:01:00,04:01,Monday,Residential,Low,6.0,Standard,Rainy,21.0
R002243,2025-05-10 22:33:00,22:33,Saturday,Airport,Low,16.0,Standard,Clear,10.0
R002244,2025-07-12 00:19:00,00:19,Saturday,University,Low,10.0,Standard,Clear,14.0
R002245,2025-06-15 01:08:00,01:08,Sunday,Suburb,Low,5.0,Standard,Clear,21.0
R002246,2025-06-01 02:40:00,02:40,Sunday,Mall,Low,4.0,Standard,Clear,18.0
R002247,2025-06-30 19:34:00,19:34,Monday,Mall,High,19.0,Standard,Clear,14.0
R002248,2025-07-24 18:21:00,18:21,Thursday,City_Center,High,17.0,Standard,Clear,15.0
R002249,2025-06-11 01:29:00,01:29,Wednesday,Residential,Low,5.0,Standard,Clear,17.0
R002250,2025-05-26 13:27:00,13:27,Monday,Suburb,Medium,14.0,Standard,Clear,14.0
R002251,2025-05-23 21:03:00,21:03,Friday,City_Center,Medium,21.0,Standard,Rainy,10.0
R002252,2025-05-09 16:44:00,16:44,Friday,Airport,High,12.0,Standard,Clear,17.0
R002253,2025-07-08 23:41:00,23:41,Tuesday,City_Center,Low,14.0,Standard,Clear,9.0
R002254,2025-06-24 16:48:00,16:48,Tuesday,City_Center,High,26.0,Premium,Stormy,15.0
R002255,2025-05-08 01:27:00,01:27,Thursday,Residential,Low,6.0,Premium,Clear,19.0
R002256,2025-06-25 13:53:00,13:53,Wednesday,Industrial,Medium,12.0,Standard,Clear,18.0
R002257,2025-06-24 18:33:00,18:33,Tuesday,Suburb,High,10.0,Shared,Clear,21.0
R002258,2025-06-12 19:18:00,19:18,Thursday,Suburb,High,5.0,Shared,Clear,18.0
R002259,2025-07-14 04:32:00,04:32,Monday,City_Center,Low,11.0,Standard,Rainy,17.0
R002260,2025-06-25 19:35:00,19:35,Wednesday,City_Center,High,21.0,Shared,Clear,14.0
R002261,2025-06-05 05:18:00,05:18,Thursday,City_Center,Low,12.0,Standard,Rainy,16.0
R002262,2025-05-18 02:21:00,02:21,Sunday,Industrial,Low,0.0,Standard,Stormy,29.0
R002263,2025-05-31 07:36:00,07:36,Saturday,Suburb,High,10.0,Standard,Clear,20.0
R002264,2025-05-08 15:45:00,15:45,Thursday,City_Center,Medium,22.0,Standard,Clear,10.0
R002265,2025-05-19 01:31:00,01:31,Monday,Airport,Low,6.0,Premium,Clear,16.0
R002266,2025-05-22 08:46:00,08:46,Thursday,Suburb,High,7.0,Standard,Clear,19.0
R002267,2025-07-05 22:22:00,22:22,Saturday,City_Center,Low,10.0,Premium,Clear,10.0
R002268,2025-05-11 23:28:00,23:28,Sunday,City_Center,Low,27.0,Standard,Clear,9.0
R002269,2025-07-06 21:52:00,21:52,Sunday,City_Center,Medium,22.0,Shared,Clear,10.0
R002270,2025-06-02 13:29:00,13:29,Monday,City_Center,Medium,22.0,Standard,Clear,14.0
R002271,2025-07-13 20:13:00,20:13,Sunday,Suburb,Medium,10.0,Standard,Clear,19.0
R002272,2025-06-22 11:26:00,11:26,Sunday,Industrial,Medium,9.0,Standard,Rainy,18.0
R002273,2025-06-14 20:22:00,20:22,Saturday,City_Center,Medium,19.0,Standard,Clear,9.0
R002274,2025-07-06 06:00:00,06:00,Sunday,Industrial,Medium,10.0,Standard,Clear,16.0
R002275,2025-06-08 03:34:00,03:34,Sunday,Industrial,Low,4.0,Premium,Clear,17.0
R002276,2025-06-06 00:58:00,00:58,Friday,Mall,Low,9.0,Standard,Clear,13.0
R002277,2025-06-19 21:46:00,21:46,Thursday,Suburb,Medium,10.0,Standard,Clear,14.0
R002278,2025-05-28 20:31:00,20:31,Wednesday,City_Center,Medium,26.0,Standard,Clear,11.0
R002279,2025-05-14 22:35:00,22:35,Wednesday,University,Low,12.0,Standard,Clear,10.0
R002280,2025-06-21 00:12:00,00:12,Saturday,Suburb,Low,6.0,Premium,Clear,18.0
R002281,2025-05-30 22:56:00,22:56,Friday,City_Center,Low,21.0,Standard,Clear,9.0
R002282,2025-05-30 10:51:00,10:51,Friday,City_Center,Medium,27.0,Standard,Rainy,15.0
R002283,2025-05-27 17:48:00,17:48,Tuesday,Airport,High,21.0,Standard,Rainy,22.0
R002284,2025-07-05 22:28:00,22:28,Saturday,Mall,Low,22.0,Standard,Clear,10.0
R002285,2025-07-16 17:15:00,17:15,Wednesday,University,High,16.0,Standard,Clear,20.0
R002286,2025-06-08 02:19:00,02:19,Sunday,City_Center,Low,17.0,Standard,Clear,15.0
R002287,2025-06-11 22:57:00,22:57,Wednesday,Suburb,Low,10.0,Standard,Clear,12.0
R002288,2025-05-28 17:40:00,17:40,Wednesday,Airport,High,13.0,Shared,Clear,19.0
R002289,2025-07-23 19:48:00,19:48,Wednesday,Residential,High,18.0,Standard,Clear,19.0
R002290,2025-07-02 13:38:00,13:38,Wednesday,City_Center,Medium,15.0,Standard,Clear,14.0
R002291,2025-06-24 08:39:00,08:39,Tuesday,Airport,High,15.0,Standard,Clear,20.0
R002292,2025-05-18 21:39:00,21:39,Sunday,City_Center,Medium,20.0,Standard,Clear,15.0
R002293,2025-06-03 10:36:00,10:36,Tuesday,Suburb,Medium,11.0,Premium,Clear,18.0
R002294,2025-06-26 23:56:00,23:56,Thursday,City_Center,Low,15.0,Standard,Clear,5.0
R002295,2025-06-14 14:26:00,14:26,Saturday,City_Center,Medium,20.0,Standard,Clear,13.0
R002296,2025-07-20 14:31:00,14:31,Sunday,Residential,Medium,18.0,Standard,Clear,15.0
R002297,2025-06-07 15:10:00,15:10,Saturday,City_Center,Medium,16.0,Standard,Clear,14.0
R002298,2025-05-23 22:19:00,22:19,Friday,Airport,Low,16.0,Standard,Clear,8.0
R002299,2025-05-31 10:22:00,10:22,Saturday,Suburb,Medium,9.0,Standard,Rainy,21.0
R002300,2025-05-09 13:33:00,13:33,Friday,Airport,Medium,15.0,Standard,Clear,12.0
R002301,2025-06-04 09:19:00,09:19,Wednesday,University,High,11.0,Standard,Clear,17.0
R002302,2025-05-25 01:06:00,01:06,Sunday,Residential,Low,3.0,Standard,Clear,16.0
R002303,2025-06-08 11:06:00,11:06,Sunday,Suburb,Medium,12.0,Standard,Clear,20.0
R002304,2025-05-30 21:17:00,21:17,Friday,Industrial,Medium,11.0,Standard,Rainy,17.0
R002305,2025-05-05 23:39:00,23:39,Monday,City_Center,Low,18.0,Standard,Clear,8.0
R002306,2025-05-28 11:15:00,11:15,Wednesday,Suburb,Medium,9.0,Premium,Rainy,19.0
R002307,2025-05-07 12:26:00,12:26,Wednesday,Airport,Medium,9.0,Premium,Clear,16.0
R002308,2025-06-11 19:10:00,19:10,Wednesday,Airport,High,23.0,Standard,Clear,21.0
R002309,2025-06-11 08:28:00,08:28,Wednesday,Industrial,High,9.0,Standard,Rainy,24.0
R002310,2025-06-26 07:39:00,07:39,Thursday,Suburb,High,10.0,Standard,Clear,24.0
R002311,2025-07-22 16:02:00,16:02,Tuesday,Suburb,High,10.0,Shared,Clear,23.0
R002312,2025-07-03 23:42:00,23:42,Thursday,Airport,Low,18.0,Standard,Clear,10.0
R002313,2025-07-28 12:05:00,12:05,Monday,City_Center,Medium,18.0,Standard,Clear,13.0
R002314,2025-07-02 08:48:00,08:48,Wednesday,Residential,High,11.0,Premium,Clear,22.0
R002315,2025-05-18 00:20:00,00:20,Sunday,Airport,Low,11.0,Premium,Rainy,17.0
R002316,2025-07-29 00:57:00,00:57,Tuesday,University,Low,1.0,Standard,Clear,16.0
R002317,2025-06-14 09:32:00,09:32,Saturday,University,High,13.0,Premium,Clear,17.0
R002318,2025-05-20 22:29:00,22:29,Tuesday,Suburb,Low,14.0,Premium,Clear,13.0
R002319,2025-05-02 01:16:00,01:16,Friday,Industrial,Low,3.0,Standard,Clear,18.0
R002320,2025-07-03 03:39:00,03:39,Thursday,Airport,Low,10.0,Standard,Clear,11.0
R002321,2025-05-30 14:59:00,14:59,Friday,Suburb,Medium,8.0,Standard,Rainy,20.0
R002322,2025-05-22 14:36:00,14:36,Thursday,Airport,Medium,17.0,Standard,Clear,10.0
R002323,2025-06-03 23:19:00,23:19,Tuesday,Industrial,Low,15.0,Shared,Clear,14.0
R002324,2025-06-04 23:58:00,23:58,Wednesday,University,Low,10.0,Standard,Clear,14.0
R002325,2025-07-08 06:55:00,06:55,Tuesday,Suburb,Medium,5.0,Standard,Clear,19.0
R002326,2025-06-26 19:18:00,19:18,Thursday,City_Center,High,28.0,Standard,Rainy,16.0
R002327,2025-05-15 03:37:00,03:37,Thursday,University,Low,9.0,Premium,Rainy,21.0
R002328,2025-06-08 21:13:00,21:13,Sunday,Mall,Medium,14.0,Shared,Rainy,11.0
R002329,2025-07-18 13:54:00,13:54,Friday,University,Medium,12.0,Shared,Clear,13.0
R002330,2025-05-28 20:01:00,20:01,Wednesday,Residential,Medium,17.0,Standard,Clear,13.0
R002331,2025-05-12 20:06:00,20:06,Monday,City_Center,Medium,18.0,Premium,Clear,8.0
R002332,2025-07-06 05:45:00,05:45,Sunday,Airport,Low,13.0,Shared,Clear,13.0
R002333,2025-05-10 07:10:00,07:10,Saturday,Suburb,High,9.0,Standard,Clear,21.0
R002334,2025-05-07 13:00:00,13:00,Wednesday,Suburb,Medium,10.0,Standard,Clear,16.0
R002335,2025-06-12 19:06:00,19:06,Thursday,Mall,High,16.0,Standard,Rainy,20.0
R002336,2025-07-20 09:27:00,09:27,Sunday,City_Center,High,22.0,Standard,Stormy,28.0
R002337,2025-05-20 09:32:00,09:32,Tuesday,City_Center,High,13.0,Premium,Clear,19.0
R002338,2025-06-16 01:14:00,01:14,Monday,City_Center,Low,9.0,Standard,Clear,10.0
R002339,2025-05-28 17:08:00,17:08,Wednesday,Mall,High,14.0,Standard,Stormy,23.0
R002340,2025-07-15 12:28:00,12:28,Tuesday,Industrial,Medium,9.0,Standard,Rainy,16.0
R002341,2025-05-18 15:13:00,15:13,Sunday,Suburb,Medium,13.0,Shared,Clear,14.0
R002342,2025-06-26 09:25:00,09:25,Thursday,Suburb,High,12.0,Shared,Rainy,21.0
R002343,2025-06-20 20:20:00,20:20,Friday,City_Center,Medium,25.0,Premium,Clear,8.0
R002344,2025-06-06 15:55:00,15:55,Friday,Suburb,Medium,6.0,Standard,Clear,22.0
R002345,2025-07-15 17:29:00,17:29,Tuesday,City_Center,High,12.0,Premium,Clear,15.0
R002346,2025-05-08 17:38:00,17:38,Thursday,City_Center,High,18.0,Standard,Clear,14.0
R002347,2025-07-22 03:52:00,03:52,Tuesday,Suburb,Low,6.0,Standard,Clear,24.0
R002348,2025-07-09 22:18:00,22:18,Wednesday,City_Center,Low,18.0,Premium,Clear,8.0
R002349,2025-06-13 16:34:00,16:34,Friday,Mall,High,12.0,Standard,Rainy,22.0
R002350,2025-07-04 04:28:00,04:28,Friday,Residential,Low,7.0,Premium,Rainy,16.0
R002351,2025-06-19 18:33:00,18:33,Thursday,Airport,High,16.0,Premium,Clear,15.0
R002352,2025-05-19 02:28:00,02:28,Monday,University,Low,12.0,Standard,Clear,13.0
R002353,2025-06-18 23:05:00,23:05,Wednesday,Residential,Low,13.0,Standard,Clear,12.0
R002354,2025-07-06 11:08:00,11:08,Sunday,City_Center,Medium,16.0,Standard,Clear,10.0
R002355,2025-06-15 03:57:00,03:57,Sunday,Suburb,Low,8.0,Shared,Clear,15.0
R002356,2025-07-09 21:55:00,21:55,Wednesday,University,Medium,20.0,Standard,Rainy,14.0
R002357,2025-05-30 09:48:00,09:48,Friday,Industrial,High,10.0,Standard,Rainy,25.0
R002358,2025-06-06 16:07:00,16:07,Friday,University,High,10.0,Premium,Clear,22.0
R002359,2025-07-09 17:15:00,17:15,Wednesday,Industrial,High,12.0,Premium,Clear,21.0
R002360,2025-07-20 23:33:00,23:33,Sunday,Airport,Low,9.0,Standard,Clear,14.0
R002361,2025-06-16 05:05:00,05:05,Monday,Mall,Low,5.0,Standard,Rainy,20.0
R002362,2025-07-18 23:41:00,23:41,Friday,Suburb,Low,10.0,Standard,Clear,11.0
R002363,2025-07-22 22:10:00,22:10,Tuesday,University,Low,15.0,Standard,Clear,13.0
R002364,2025-05-30 21:39:00,21:39,Friday,Mall,Medium,18.0,Premium,Rainy,18.0
R002365,2025-07-12 02:52:00,02:52,Saturday,Industrial,Low,5.0,Standard,Rainy,20.0
R002366,2025-06-03 04:48:00,04:48,Tuesday,City_Center,Low,10.0,Standard,Clear,13.0
R002367,2025-07-29 22:49:00,22:49,Tuesday,Airport,Low,14.0,Standard,Stormy,18.0
R002368,2025-06-30 03:00:00,03:00,Monday,Residential,Low,5.0,Standard,Clear,17.0
R002369,2025-06-04 05:55:00,05:55,Wednesday,City_Center,Low,9.0,Standard,Rainy,22.0
R002370,2025-07-05 16:48:00,16:48,Saturday,City_Center,High,20.0,Premium,Clear,20.0
R002371,2025-05-13 01:48:00,01:48,Tuesday,Suburb,Low,4.0,Standard,Clear,17.0
R002372,2025-06-29 23:05:00,23:05,Sunday,Suburb,Low,14.0,Standard,Rainy,12.0
R002373,2025-05-09 21:53:00,21:53,Friday,Mall,Medium,11.0,Standard,Rainy,14.0
R002374,2025-05-21 09:53:00,09:53,Wednesday,Residential,High,11.0,Standard,Clear,17.0
R002375,2025-06-10 14:34:00,14:34,Tuesday,Residential,Medium,11.0,Standard,Clear,13.0
R002376,2025-07-04 05:23:00,05:23,Friday,University,Low,11.0,Shared,Clear,11.0
R002377,2025-07-23 23:16:00,23:16,Wednesday,Industrial,Low,11.0,Standard,Clear,14.0
R002378,2025-06-18 23:19:00,23:19,Wednesday,Mall,Low,13.0,Standard,Clear,9.0
R002379,2025-07-08 15:24:00,15:24,Tuesday,City_Center,Medium,20.0,Standard,Clear,13.0
R002380,2025-05-12 16:57:00,16:57,Monday,Residential,High,11.0,Standard,Clear,22.0
R002381,2025-05-21 03:58:00,03:58,Wednesday,Industrial,Low,5.0,Standard,Stormy,30.0
R002382,2025-06-30 01:22:00,01:22,Monday,City_Center,Low,11.0,Standard,Clear,15.0
R002383,2025-06-08 18:18:00,18:18,Sunday,Residential,High,17.0,Standard,Clear,18.0
R002384,2025-07-26 06:12:00,06:12,Saturday,Industrial,Medium,8.0,Premium,Stormy,23.0
R002385,2025-07-11 08:13:00,08:13,Friday,Residential,High,11.0,Standard,Clear,19.0
R002386,2025-05-22 22:08:00,22:08,Thursday,Suburb,Low,12.0,Shared,Clear,12.0
R002387,2025-07-29 16:29:00,16:29,Tuesday,Residential,High,14.0,Premium,Clear,22.0
R002388,2025-07-22 21:10:00,21:10,Tuesday,Airport,Medium,12.0,Standard,Clear,17.0
R002389,2025-06-26 21:05:00,21:05,Thursday,City_Center,Medium,17.0,Premium,Clear,11.0
R002390,2025-07-18 14:42:00,14:42,Friday,City_Center,Medium,16.0,Standard,Clear,11.0
R002391,2025-06-06 20:03:00,20:03,Friday,Airport,Medium,13.0,Standard,Clear,15.0
R002392,2025-06-10 16:20:00,16:20,Tuesday,Residential,High,8.0,Standard,Clear,20.0
R002393,2025-07-24 20:17:00,20:17,Thursday,University,Medium,6.0,Standard,Clear,16.0
R002394,2025-07-16 20:17:00,20:17,Wednesday,Airport,Medium,6.0,Premium,Clear,18.0
R002395,2025-05-07 12:12:00,12:12,Wednesday,City_Center,Medium,16.0,Shared,Clear,8.0
R002396,2025-07-28 23:05:00,23:05,Monday,Airport,Low,19.0,Shared,Rainy,15.0
R002397,2025-06-02 04:20:00,04:20,Monday,Mall,Low,4.0,Premium,Clear,17.0
R002398,2025-05-03 20:01:00,20:01,Saturday,City_Center,Medium,23.0,Standard,Clear,10.0
R002399,2025-06-08 08:20:00,08:20,Sunday,City_Center,High,13.0,Standard,Clear,18.0
R002400,2025-06-05 21:11:00,21:11,Thursday,University,Medium,8.0,Standard,Rainy,15.0
R002401,2025-06-09 13:59:00,13:59,Monday,Residential,Medium,8.0,Premium,Clear,14.0
R002402,2025-05-23 08:39:00,08:39,Friday,Industrial,High,7.0,Premium,Clear,23.0
R002403,2025-07-05 10:17:00,10:17,Saturday,City_Center,Medium,22.0,Standard,Rainy,11.0
R002404,2025-06-15 03:00:00,03:00,Sunday,Industrial,Low,5.0,Standard,Clear,18.0
R002405,2025-05-06 11:14:00,11:14,Tuesday,Residential,Medium,12.0,Standard,Clear,13.0
R002406,2025-07-10 02:22:00,02:22,Thursday,Mall,Low,8.0,Standard,Clear,14.0
R002407,2025-06-25 06:24:00,06:24,Wednesday,Industrial,Medium,6.0,Standard,Clear,21.0
R002408,2025-05-21 19:19:00,19:19,Wednesday,Residential,High,15.0,Standard,Rainy,20.0
R002409,2025-07-19 05:14:00,05:14,Saturday,Suburb,Low,6.0,Premium,Clear,16.0
R002410,2025-07-06 21:45:00,21:45,Sunday,Suburb,Medium,12.0,Premium,Clear,13.0
R002411,2025-05-26 23:02:00,23:02,Monday,University,Low,17.0,Standard,Clear,10.0
R002412,2025-05-25 14:42:00,14:42,Sunday,City_Center,Medium,22.0,Standard,Clear,11.0
R002413,2025-07-18 22:57:00,22:57,Friday,Suburb,Low,11.0,Standard,Rainy,17.0
R002414,2025-07-25 21:48:00,21:48,Friday,Suburb,Medium,10.0,Standard,Clear,16.0
R002415,2025-07-03 00:49:00,00:49,Thursday,City_Center,Low,12.0,Standard,Clear,15.0
R002416,2025-07-23 03:40:00,03:40,Wednesday,Suburb,Low,4.0,Standard,Clear,17.0
R002417,2025-06-22 01:59:00,01:59,Sunday,University,Low,4.0,Premium,Clear,20.0
R002418,2025-06-19 05:06:00,05:06,Thursday,Industrial,Low,5.0,Standard,Clear,17.0
R002419,2025-05-29 01:42:00,01:42,Thursday,City_Center,Low,19.0,Premium,Stormy,24.0
R002420,2025-05-19 14:00:00,14:00,Monday,Suburb,Medium,9.0,Standard,Clear,13.0
R002421,2025-06-27 04:12:00,04:12,Friday,Industrial,Low,3.0,Standard,Rainy,24.0
R002422,2025-05-14 22:12:00,22:12,Wednesday,City_Center,Low,14.0,Standard,Clear,11.0
R002423,2025-05-15 21:54:00,21:54,Thursday,Airport,Medium,24.0,Standard,Clear,13.0
R002424,2025-07-02 19:15:00,19:15,Wednesday,City_Center,High,20.0,Standard,Clear,16.0
R002425,2025-05-01 20:35:00,20:35,Thursday,Suburb,Medium,11.0,Premium,Clear,18.0
